X,Y,Distance,LogDist,Azimuth,RSRP
590,670,193.353840616713,2.28635280295204,62.1027289690524,5.2791345204569
40,680,494.963561409139,2.69457322790036,158.629377730657,-3.45904267036786
610,180,339.378486313773,2.53068430830767,-71.0295921915135,1.40519450313637
170,170,467.690475583121,2.66995852568398,-135,0.754544799259527
60,550,443.831796509691,2.64721841225841,173.516926307103,17.0710345495945
950,530,451.998891351187,2.6551373695887,3.81407483429035,-2.93150548494367
970,200,558.584074378026,2.74708854950258,-32.5500034921934,2.46970170226726
810,370,337.154726279432,2.52782925205267,-22.7509763427876,10.747562098838
300,660,257.124969497314,2.41014425318251,141.34019174591,12.8994169151791
90,830,527.307894677631,2.72206427349203,141.17017509503,-11.1834499018382
680,850,394.573373083089,2.59612777449636,62.7838884426925,7.28051122394717
440,280,229.035085019828,2.35990201536776,-105.255118703058,16.1772477636257
120,280,440.089968002003,2.64354146878783,-149.931417178138,-4.07539732139792
490,810,311.161248385416,2.49298550521899,91.8476102659946,12.4209009699049
30,460,472.69905660283,2.67458473555319,-175.135485562239,7.09664048349642
910,450,414.037528561268,2.61703970756631,-6.95295746817392,3.7079245427241
260,20,537.656314599949,2.73050475081797,-116.565051177078,-4.69942639646947
660,620,201,2.30319605742049,36.869897645844,13.8238235287321
310,340,249.394846967484,2.39688747577963,-139.899092453788,11.9546858982654
520,280,221.907220343745,2.34617143339213,-84.8055710922652,6.3985122038351
540,960,462.735855224608,2.66533315224009,85.0302592718897,11.7861254217741
180,580,330.848450049413,2.5196291044124,165.963756532074,17.0134089297307
970,450,473.652091923859,2.67545945974315,-6.0724564072077,-1.77844024327168
770,900,483.597140480546,2.68448372420447,55.9806500101735,3.10582400196928
940,400,452.220566907139,2.65535031009064,-12.8042660652867,7.94242005049609
890,910,566.862174031804,2.75347747805757,46.4320961841646,-9.21323672190106
600,60,452.220566907139,2.65535031009064,-77.1957339347132,15.1183045790951
920,610,435.165866921848,2.63865482329664,14.67639313745,7.89271020032793
80,890,574.149195236284,2.75902476042676,137.121096396661,-2.57019823644017
190,690,364.593179253957,2.56180853968901,148.495733280796,1.35766095715241
40,540,462.735855224608,2.66533315224009,175.03025927189,9.20751230571405
320,670,248.588368062799,2.39548080329063,136.636577041617,15.2302712216417
390,20,493.442890089805,2.6932368957005,-102.907408671266,-11.083517304658
270,240,348.131099154196,2.54174282129571,-131.496468355216,13.2873569571464
830,190,453.769256906871,2.65683506887818,-43.2100893917539,14.444336848375
350,810,345.383507154451,2.5383015951804,115.820991974189,21.8496639961229
280,190,381.131556174964,2.58107490811432,-125.362461887069,18.1271958832659
540,460,57.5685424949238,1.76018523424192,-45,42.8301613693287
140,140,510.116882454314,2.70766969686077,-135,-4.84614909507439
800,490,301.166620396073,2.47880683545322,-1.90915243299638,3.89532167623364
70,480,431.464865000618,2.63494543607065,-177.336999233933,17.7704866904659
990,0,701.071424927486,2.84576226600046,-45.5787255656078,3.25464841495976
770,460,273.946881279124,2.43766636061677,-8.42696902148067,3.95426831408419
190,930,531.094331227943,2.72517166588993,125.788973459183,0.0269001048994526
0,550,503.493781056044,2.70199411069952,174.2894068625,-2.99583537179612
810,770,412.096095821889,2.61499850005955,41.0548137709624,22.4469994936026
700,880,430.418211071678,2.63389063812446,62.24145939894,13.2478352250042
730,80,479.852795752515,2.68110802946458,-61.2940474565989,9.18376541955356
770,320,325.499614791759,2.51255047894442,-33.6900675259798,12.199884689134
70,420,438.378554572581,2.6418493003609,-169.460816271372,15.4822761505582
350,930,456.411901469428,2.65935696062591,109.230672375661,-2.28236577912751
110,610,406.215991787096,2.60875701657785,164.248826336547,14.8595252862678
860,490,361.138862107382,2.55767422531594,-1.59114027119459,1.03206993697413
620,450,131,2.11727129565576,-22.6198649480404,33.9742536184909
330,150,390.101529166874,2.59117765271485,-115.906507999514,13.9588577677377
60,370,459.802789878178,2.6625716020464,-163.53998518796,3.19926031890495
310,150,399.246155034798,2.60124074233034,-118.495638618245,14.4762157591719
320,570,194.13207915828,2.28809730586898,158.749494492867,3.58654872239267
730,60,497.487663492256,2.69678231574774,-62.4027041313563,4.52872419735337
630,850,374.363094051889,2.57329302799439,69.6235647861636,8.03477320627789
880,840,510.901951359278,2.70833756144709,41.8201698801358,9.60484198133752
470,280,223.036033111745,2.34837503218459,-97.7651660184253,16.8764582037084
110,980,619.465843842649,2.79201736520828,129.093858886229,12.1110429188006
710,390,238.065391822594,2.37669626548926,-27.6459753637387,7.79127337627659
760,140,445.07206622349,2.64843033778805,-54.1623470457217,8.19153852722715
560,170,336.410196624968,2.52686915083231,-79.695153531234,7.48802450645151
770,150,443.040722106007,2.64644364625271,-52.3523793598924,7.79889718433303
490,410,91.5538513813742,1.96167661841922,-96.3401917459099,33.7140148232922
520,300,201.997512422418,2.30534602118984,-84.2894068625004,9.04256406737572
420,770,282.602556806574,2.45117608674808,106.504361381755,20.5660874838383
20,540,482.663783151692,2.68364471260062,175.236358309274,5.59964488824672
100,790,495.064773081425,2.69466202469415,144.057888128618,-11.4426957252451
30,140,593.030404624627,2.77307696018078,-142.549421768263,1.62766733647443
630,640,192.049731745428,2.2834137048802,47.1210963966615,13.7111559836765
310,430,203.484567313166,2.30853147702617,-159.775140568832,5.17553048529338
500,850,351,2.54530711646582,90,15.3636912075722
900,730,462.410879802373,2.66502804380034,29.8989018386146,18.869512014098
240,920,494.963561409139,2.69457322790036,121.759480084813,4.37307013891099
410,10,499.196748283246,2.69827174773358,-100.40771131249,-10.9455184598717
750,510,251.199920063936,2.40001949686533,2.29061004263853,8.34084282505558
220,870,465.004310324807,2.66745697857082,127.11686068327,2.35799169897065
70,690,471.106370941726,2.67311897739919,156.161259816828,-4.39006195654449
280,950,501.899191454728,2.70061649604661,116.053495310491,-3.1033571013239
160,100,525.976189936267,2.72096608481279,-130.364536573097,2.51651884105861
920,870,560.732078766261,2.74875540224199,41.3785152958827,-3.02669398453655
800,720,373.021504754765,2.57173386968299,36.2538377374448,18.2342729054611
630,260,273.946881279124,2.43766636061677,-61.5570713756367,-4.02345354258628
870,20,607.05280298007,2.78322646874495,-52.3737663613302,-13.3490605575736
800,250,391.512483795333,2.59274561455996,-39.8055710922652,21.2519949105093
180,630,346.398320783411,2.53957577804431,157.890551656248,10.2986848021098
890,100,559.659108938537,2.74792357667428,-45.7252242990592,-9.51507226630047
530,840,342.32096331752,2.53443349561567,84.9575489308291,6.44742449428216
800,590,314.209195267316,2.4972188904284,16.6992442339936,9.42578265901418
890,430,397.232255123179,2.59904450581847,-10.1755108430432,1.6054516078632
310,740,307.104557300279,2.48728626123525,128.367485384862,19.6943739628007
100,990,633.534584034739,2.80177032757856,129.225674097337,13.6388657850822
220,740,369.781778291716,2.56794550665459,139.398705354996,8.61147751162675
420,610,137.014705087354,2.13676718026279,126.027373385104,22.9045427540829
810,600,326.729949498047,2.51418894563425,17.8786965958413,10.6936418590537
850,850,495.974746830583,2.6954595644109,45,5.06671890826904
0,700,539.51648071345,2.73200471569842,158.198590513648,-4.58409787328728
500,940,441,2.64443858946784,90,7.3222137211202
410,620,151,2.17897694729317,126.869897645844,22.0885782954815
220,140,457.070170039655,2.65998287867304,-127.874983651098,8.58984276108676
110,950,596.482997238376,2.77559806860855,130.914383220025,8.77084899909126
330,660,234.452350598575,2.37005459129484,136.735704588928,13.8974688144031
930,990,652.920240520265,2.8148601319373,48.7313969991604,-7.29145136542253
320,210,342.32096331752,2.53443349561567,-121.827446576673,19.7986676332884
510,700,201.249843945008,2.30373555227544,87.1375947738883,14.6934964278039
700,50,493.442890089805,2.6932368957005,-66.0375110254218,8.20308205252548
360,230,305.138126514911,2.48449647542524,-117.407575437818,22.2271900543456
960,820,561.357029044876,2.74923916504415,34.8244891569568,1.59400582824632
950,880,589.982172905089,2.77083888905584,40.1792339219073,-4.77178555473683
250,70,498.393204617836,2.6975721122685,-120.173520029644,-2.4818435562432
490,520,23.3606797749979,1.36848547620728,116.565051177078,49.1870037388222
290,970,515.78150704935,2.71246576678525,114.075498255079,-8.20133444220113
280,360,261.768096208106,2.41791671446422,-147.528807709152,9.78635905469008
30,670,500.799959983992,2.69966428550043,160.114834886145,-2.62465509757926
600,690,215.709105535839,2.33386847797461,62.24145939894,0.361796254423407
500,30,471,2.6730209071289,-90,3.26735924468281
50,120,589.982172905089,2.77083888905584,-139.820766078093,-3.3996647709642
270,730,326.269119345812,2.51357597071596,135,16.0990272981562
900,380,418.612260356422,2.62181194384778,-16.6992442339936,9.87935792493797
230,840,435.165866921848,2.63865482329664,128.453709216706,8.77497806024707
140,420,369.781778291716,2.56794550665459,-167.471192290848,20.5423244369184
480,700,201.997512422418,2.30534602118984,95.7105931374996,16.9345128285454
980,40,665.830805543786,2.8233638844947,-43.7811247648687,1.40749124641135
240,70,503.493781056044,2.70199411069952,-121.159304508344,2.72254341433464
660,850,385.837628097877,2.58640457913576,65.4328286793987,7.71124556014413
750,740,347.554469023269,2.54102287724982,43.8308606720926,9.42460441729972
230,630,300.666481275434,2.47808501503598,154.290046219189,8.72645007504186
720,400,242.660919471891,2.3849998388604,-24.4439547804165,10.7398459418702
360,560,153.315462117278,2.18558595637809,156.801409486352,7.26571259272365
620,860,380.473319220205,2.58032420717306,71.565051177078,10.2150130985021
620,980,495.772675074119,2.6952825865876,75.9637565320735,14.7425453331413
530,250,252.793566240283,2.40276601667562,-83.1572265873691,2.28275412483632
80,980,638.808748764079,2.80537085535928,131.18592516571,14.2929563985717
830,0,600.082632030006,2.7782110573232,-56.5751888173962,-15.1180360046688
310,880,425.85291572496,2.6292596251143,116.565051177078,8.93056958584916
180,530,322.403173599764,2.50839930816432,174.644174957145,22.5772065246339
40,50,644.506021727847,2.80922697939456,-135.62959860841,7.58287173139121
580,690,207.155281280883,2.31629600981345,67.1663458220825,4.60985325614726
670,290,271.185121722126,2.43326585875243,-51.0090059574945,-2.97151985259258
10,650,513.445119012758,2.71049402965933,162.97947438848,-2.05905555237441
990,980,686.930025585701,2.83691249972364,44.4093427853533,3.13773702772388
220,490,281.178514522438,2.4489821322054,-177.954591511113,13.5152764423576
640,50,472.274866717927,2.67419483413026,-72.7185016281834,16.0773459160248
170,310,381.788655293195,2.58182301935161,-150.068488159492,4.17085313879096
680,580,197.977156035922,2.29661508127214,23.9624889745782,15.9467973219565
380,380,170.705627484771,2.23224783831039,-135,21.5699556813734
920,960,623.896460095898,2.79511252150922,47.6025622024998,-12.9352013861105
130,650,400.249295553543,2.60233057622537,157.93210043759,12.3499066483251
330,840,381.131556174964,2.58107490811432,116.565051177078,18.8667029859462
110,260,458.930125674212,2.66174656714039,-148.392497753751,-7.88289174895511
910,730,471.106370941726,2.67311897739919,29.2913621709843,17.6306202705708
990,860,609.02960454241,2.78463840392502,36.3044971225752,2.22124649069973
250,580,263.488094968134,2.42076099751271,162.255328374943,9.61951456461781
650,450,159.113883008419,2.20170807437258,-18.434948822922,33.004491084821
810,30,564.02753041037,2.75130030258885,-56.5921754102911,-10.8518329714773
550,40,463.709412050371,2.66624591099189,-83.7965520983082,13.9749947976246
520,510,23.3606797749979,1.36848547620728,26.565051177078,57.5617659604455
230,980,551.726792520575,2.74172407433532,119.357753542791,-2.28046983917631
90,230,491.917508345343,2.69189228025897,-146.63363399894,-10.5312903519688
880,930,574.846669416143,2.75955201946068,48.5322945838909,-13.5112522981363
890,230,475.341649025257,2.6770058684698,-34.695153531234,16.5855899100379
620,740,269.328157299975,2.43028175972698,63.434948822922,-4.37737947886005
330,590,193.353840616713,2.28635280295204,152.102728969052,14.1522905390989
340,600,189.679622641132,2.27802067696213,147.994616791917,7.9238484437971
710,920,470.574275274956,2.67262818205908,63.434948822922,8.75078641070571
880,860,524.450093132096,2.71970416686976,43.451842301022,3.19561615765876
870,860,517.236379965612,2.71368906350663,44.2151753970081,0.654235221970749
770,230,382.837661840736,2.58301465513681,-45,17.7106989731698
630,570,148.648230602334,2.17215974405413,28.3007557660064,30.8959052216595
80,330,454.100430368368,2.65715191349867,-157.963773059855,1.99691227718419
160,0,605.648658313239,2.78222075947093,-124.215702132437,13.6314988241924
880,950,589.982172905089,2.77083888905584,49.8207660780927,-9.98796610311074
600,20,491.306026885251,2.69135209168816,-78.2317110679794,14.3447911700386
0,910,647.606526413088,2.8113112168122,140.648247373735,3.25510790016565
100,40,610.590026165127,2.78574970592919,-131.00908690157,12.4258095736752
650,660,220.317121994613,2.34304824975552,46.8476102659946,3.69512379709328
0,500,501,2.69983772586725,180,2.64759342444458
150,910,540.073278877742,2.7324526902917,130.486011541999,-1.16885801930595
540,280,224.606797749979,2.35142289609565,-79.695153531234,4.06751329818508
680,440,190.736659610103,2.280434172523,-18.434948822922,20.2943603141103
640,480,142.42135623731,2.15357511711399,-8.13010235415598,34.8717442561558
220,180,426.205832509386,2.62961938861917,-131.18592516571,3.815065490889
700,420,216.40659228538,2.33527048633082,-21.8014094863518,15.942685834065
230,460,273.946881279124,2.43766636061677,-171.573030978519,10.5512816931858
320,170,376.89892258425,2.57622489596278,-118.610459665965,20.3422321980535
730,790,371.135110466435,2.56953204181993,51.581944655178,7.29234695026828
640,210,323.024843762092,2.50923592509849,-64.2306723756613,-2.26403040981116
830,930,543.033209314706,2.73482638977505,52.4958576397298,-9.70483180978062
640,990,510.607692249636,2.70808735311689,74.0546040990772,14.870829815764
560,150,356.105618091294,2.55157882536423,-80.2724214485984,9.16940486609743
90,250,481.208288141719,2.68233309884905,-148.626994859892,-8.65428678038573
360,330,221.227155455452,2.34483843520322,-129.472459848344,19.3836885732931
260,190,393.045915678253,2.59444328768052,-127.746805387275,15.4466729690787
240,100,478.074417675063,2.67949550470853,-123.023867555797,3.00816762830277
960,90,617.198020120156,2.79042452424096,-41.7107573215082,-6.20462969461414
380,820,342.760149812701,2.53499032397908,110.556045219583,26.6465239981624
880,80,567.392090340252,2.75388327727315,-47.8624052261117,-10.9674215126192
620,310,225.722050542442,2.35357398690734,-57.7243556854224,3.30853341267044
780,470,282.602556806574,2.45117608674808,-6.11550356628541,5.14262435944876
490,620,121.415945787923,2.08427572720824,94.7636416907262,28.5804276035777
560,950,454.982378512647,2.65799457673861,82.4053566314086,14.0681972786878
480,610,112.803398874989,2.05232218555525,100.304846468766,28.8889020110836
190,260,393.045915678253,2.59444328768052,-142.253194612725,4.46705928417977
710,280,305.138126514911,2.48449647542524,-46.3322198538696,4.58534577850963
270,700,305.795013082563,2.48543039864208,138.99091309843,14.8487185921572
20,400,491.306026885251,2.69135209168816,-168.231711067979,3.50288178946849
630,670,215.009345590327,2.33245733735793,52.5946433685914,3.15820759362601
170,470,332.360830515618,2.52160983552939,-174.805571092265,22.3700846189974
920,750,489.773976393997,2.68999570563815,30.7627195342389,15.9657122712442
940,70,616.223536610881,2.78973828214226,-44.3414568224364,-7.2733071862342
900,210,495.064773081425,2.69466202469415,-35.9421118713823,12.4491516135202
360,500,141,2.14921911265538,180,8.48083401242208
10,520,491.407993409569,2.69144221658328,177.662694140876,2.06588369121445
910,510,411.121933088198,2.61397064672704,1.39718102729638,-2.27241312757038
420,200,311.4834939252,2.49343503755334,-104.931417178138,18.1048568848959
950,270,506.371150739731,2.7044689548461,-27.0720802379928,4.06716555346688
940,960,637.553218513582,2.8045164425054,46.2730300200567,-6.09268897306468
840,50,565.003546088143,2.75205117355693,-52.9269266826896,-14.1264651765323
290,10,534.104117410474,2.72762592595969,-113.198590513648,-8.67564225216676
370,940,459.802789878178,2.6625716020464,106.46001481204,-5.98725261625989
830,840,474.814309619285,2.67652379894104,45.8550973962667,13.1211049705554
310,210,347.698716467194,2.5412030874844,-123.231711067979,22.1382068875146
160,690,390.486841883009,2.59160640417009,150.802513953936,2.06060987301897
540,830,333.415402771893,2.52298565903225,83.0887728809753,7.34168838925844
920,180,529.015151297763,2.7234681106567,-37.3039482779834,8.63527239731603
680,530,183.482875908947,2.2635955386411,9.46232220802562,28.5262710169774
560,120,385.707681233427,2.58625828777471,-81.0273733851036,13.915391273949
90,570,416.932686861708,2.62006594445994,170.311213439633,21.6359664181373
600,530,105.403065089105,2.02285324021173,16.6992442339936,41.3225082899335
970,440,474.814309619285,2.67652379894104,-7.27500495788926,1.11808088382022
130,790,471.106370941726,2.67311897739919,141.911227119025,-4.19528901574239
510,0,501.099990002,2.69992439407739,-88.8542371618249,2.35303079887727
860,320,403.492235949962,2.60583518238763,-26.565051177078,22.5830644042638
720,880,440.089968002003,2.64354146878783,59.9314171781376,9.29336678986497
680,560,190.736659610103,2.280434172523,18.434948822922,21.8326678094169
690,90,452.8849411078,2.65598788018281,-65.1363034282481,10.2404887760794
350,350,213.132034355964,2.32864873032632,-135,14.5578620458334
280,870,431.464865000618,2.63494543607065,120.73548770192,7.62251873245529
790,580,301.832179129826,2.47976553919544,15.4221613187387,8.46006845155592
790,650,327.49655434629,2.51520673505676,27.3498757800699,12.0143246351079
850,240,437.004587131833,2.64048599567886,-36.6070748126075,19.7166674868625
890,770,475.341649025257,2.6770058684698,34.695153531234,19.487296390913
500,260,241,2.38201704257487,-90,11.0250052248209
490,290,211.237960416286,2.32477196555652,-92.7263109939063,15.5343569657113
780,450,285.429253066558,2.45549848102227,-10.1246716553978,7.95606093907266
630,870,393.173431022552,2.59458416238961,70.6410058243053,10.3487797662854
680,970,504.289181286465,2.70267965116927,69.0442232693678,9.61872929134696
780,170,433.781700167648,2.63727122659969,-49.6858998395027,13.7917735862132
1000,930,660.469483751902,2.81985275632704,40.695531039492,5.72243531412227
330,190,354.553390593274,2.54968164288756,-118.739795291688,18.4510223665192
360,890,415.366987102013,2.61843197633685,109.746836605426,11.8628058090036
990,110,627.258732474047,2.79744671612279,-38.5169263071028,-1.74156842638127
560,780,287.356421265527,2.45842090632104,77.9052429229879,-1.95536707241123
30,530,471.956473572665,2.67390194745005,176.347777219694,9.54086189371533
450,710,216.870331449229,2.33620014321201,103.392497753751,18.4250177242765
530,260,242.867732448957,2.3853698180153,-82.8749836510982,4.32537564603686
280,120,440.089968002003,2.64354146878783,-120.068582821862,6.72436896055051
570,990,495.974746830583,2.6954595644109,81.869897645844,13.2594512870308
20,1000,694.108938046538,2.841427636852,133.830860672093,7.49956181848247
990,560,494.659801887899,2.69430661922289,6.98105740682979,-2.66445226858875
800,710,367.196668472011,2.56489873224929,34.9920201985587,20.8493792435807
350,330,227.715680975093,2.35739293806559,-131.423665625003,20.381509260366
120,460,383.099463490856,2.58331154377863,-173.990994042505,26.3245518570915
510,220,281.178514522438,2.4489821322054,-87.9545915111128,8.67517041802428
990,940,659.559033041078,2.81925367262934,41.9225446005756,3.11539614487894
210,160,447.878059430087,2.65115978782572,-130.462227492093,5.66913279202072
610,70,444.846820423443,2.64821049076246,-75.6506679570529,15.6102168141371
80,370,440.658958739612,2.64410260389562,-162.801458779934,7.76456363666227
50,60,630.364759102383,2.79959192568204,-135.643745714175,6.68807694274455
520,80,421.475920832573,2.62477276817012,-87.2736890060937,11.3569408126813
520,990,491.407993409569,2.69144221658328,87.6626941408762,5.22089832456426
620,470,124.69316876853,2.09584266159886,-14.0362434679265,40.1809018051534
710,150,409.166632639171,2.61190020995814,-59.0362434679265,5.83478127314615
950,620,466.725240887801,2.66906128852576,14.9314171781376,3.70295075888692
500,580,81,1.90848501887865,90,37.349284413084
310,640,237.008474424119,2.37476387482797,143.615648184164,4.70209494047961
770,890,475.341649025257,2.6770058684698,55.304846468766,4.57357919458556
260,530,242.867732448957,2.3853698180153,172.874983651098,6.8427119825079
420,990,497.487663492256,2.69678231574774,99.2726017772003,-10.9494435396617
70,680,467.154480832267,2.66946051885079,157.285587646833,-0.256788756979155
20,480,481.416485978573,2.68252095849183,-177.614055969611,8.50465355241048
940,240,512.077293567226,2.70933551885902,-30.579226872489,8.27719054432337
810,840,461.108682813094,2.66380330019015,47.6425452940647,11.5952899157816
680,120,421.475920832573,2.62477276817012,-64.6538240580533,12.7333565717271
400,20,491.306026885251,2.69135209168816,-101.768288932021,-12.8676339427993
160,960,573.013985843004,2.75816522214246,126.469234390052,9.47450893616802
150,310,399.246155034798,2.60124074233034,-151.504361381755,5.70064682306969
240,480,261.768096208106,2.41791671446422,-175.601294645004,10.4954564429092
530,730,232.948270094864,2.36725948966707,82.5685920288275,5.52077537552919
690,910,452.8849411078,2.65598788018281,65.1363034282481,12.4065187263252
640,580,162.245154965971,2.21017173657896,29.7448812969422,28.2182906885446
270,380,260.422435421457,2.41567839602527,-152.447188423282,9.16248717916254
930,380,447.430285710994,2.6507253773288,-15.5928109392663,9.72313187363351
720,150,414.400532171888,2.61742030445717,-57.8477048587177,10.8148910511827
540,200,303.654919008431,2.48238032079833,-82.4053566314086,5.56531320046388
590,810,323.800247831379,2.51027717681933,73.8107937429731,2.66682151320935
990,950,666.281895139196,2.82365801235568,42.5633517531899,-1.11744043571159
240,210,390.486841883009,2.59160640417009,-131.877869537884,15.7434243190151
340,790,332.209903233584,2.52141257470054,118.886581766911,25.1437857196204
740,50,511,2.70842090013471,-61.927513064147,-2.83349254325229
10,410,499.196748283246,2.69827174773358,-169.59228868751,1.77655911964587
110,340,422.54477816716,2.62587273903826,-157.693794945092,2.19445208318088
40,490,461.108682813094,2.66380330019015,-178.754635733232,12.26856257119
30,980,672.788657242737,2.82787866094322,134.396908805619,11.414990441488
830,560,336.410196624968,2.52686915083231,10.304846468766,6.02089680958099
680,720,285.253408071038,2.45523084186362,50.7105931374996,-1.4898393501682
460,300,204.960780543711,2.31167076630958,-101.30993247402,15.8598030074425
90,550,414.037528561268,2.61703970756631,173.047042531826,22.0029685674789
470,1000,501.899191454728,2.70061649604661,93.4336303624505,-4.6300222905094
460,220,283.842712474619,2.45307774840223,-98.130102354156,18.0239842445919
160,910,533.634959423431,2.72724427328359,129.66784111834,2.37431554889459
420,340,179.885438199983,2.25499600845196,-116.565051177078,20.1255614280326
380,900,418.612260356422,2.62181194384778,106.699244233994,8.29985667492293
600,90,423.018956920184,2.626359830026,-76.2930389959202,17.2077139793239
610,970,483.700735445887,2.68457674771479,76.8274465766731,16.0644426806053
40,420,467.90470119715,2.67015740871798,-170.134193056916,7.04475432100096
360,550,149.660687473185,2.17510773584308,160.346175941947,11.1010440129801
610,40,473.969343615419,2.67575025237193,-76.5513849483135,16.5161023614987
490,70,431.116263352131,2.63459440640959,-91.3322198538696,12.7341292403006
830,530,332.360830515618,2.52160983552939,5.19442890773481,0.388274546862017
640,230,305.138126514911,2.48449647542524,-62.5924245621816,-3.00472311998649
150,890,525.022900262956,2.72017824672202,131.905941941083,2.81051230454909
60,880,582.377674149945,2.76520471764541,139.184916125118,-6.05146794286991
620,630,177.918060129541,2.25022003474218,47.2906100426385,17.4755532194757
20,590,489.364617882991,2.68963256572344,169.380344723845,5.08663286169703
570,90,416.932686861708,2.62006594445994,-80.3112134396332,11.9737969569012
910,630,431.116263352131,2.63459440640959,17.5924245621816,9.9480995116288
560,70,435.165866921848,2.63865482329664,-82.0565281894096,17.3111557654247
370,820,346.398320783411,2.53957577804431,112.109448343752,19.211954184856
620,670,209.086520466848,2.32032603532573,54.7824070318073,4.7323010593805
440,640,153.315462117278,2.18558595637809,113.198590513648,22.3886192038131
530,140,362.247837363769,2.55900580139294,-85.2363583092738,12.9037253099148
910,700,457.179789118282,2.66008702297342,26.0033458445114,13.2021732999325
370,600,165.012194668567,2.21751604046583,142.431407971173,18.6199606970157
930,600,442.474801092882,2.64588854269954,13.0918930643468,8.18160814368901
880,150,517.62365412358,2.71401411430017,-42.6467031338917,5.24026644996505
190,60,539.237865631916,2.73178038103765,-125.166436035793,5.68072387585431
60,750,507.0632371552,2.70506212468828,150.395549253995,-12.0488872484715
90,810,515.003891035856,2.71181051030142,142.907162702958,-9.54225860217454
10,780,565.358042380898,2.75232357451325,150.255118703058,-6.33176595477696
90,190,515.003891035856,2.71181051030142,-142.907162702958,-14.0528849313099
660,460,165.924225024706,2.21990979787786,-14.0362434679265,28.9388668604395
60,930,616.223536610881,2.78973828214226,135.658543177564,4.99543299430314
310,30,507.951674225463,2.70582239611158,-112.011283197919,-7.99173097255089
820,180,453.54833995939,2.65662358171321,-45,13.9803222248349
20,260,537.656314599949,2.73050475081797,-153.434948822922,-7.61498835902437
790,210,411.121933088198,2.61397064672704,-45,22.5414684624029
270,410,247.981780704569,2.39441977425311,-158.629377730657,6.42810970015465
110,490,391.128184062623,2.59231911163574,-178.531199285614,25.0612571675671
670,740,295.108823397055,2.46998219457406,54.6887865603668,-0.358812964243304
610,140,377.430604494374,2.57683711263903,-73.0091767080138,12.0530674251991
850,300,404.112887414927,2.60650270058851,-29.7448812969422,21.2078044664512
1000,910,647.606526413088,2.8113112168122,39.3517526262647,-1.02507578904689
780,80,505.777178564958,2.70395922942335,-56.3099324740202,-1.81589511165102
970,240,538.121960079831,2.73088071541927,-28.9509952074668,3.40039063038616
170,240,421.119030752,2.62440486802636,-141.766174822553,-2.31074118859094
720,930,484.011387029333,2.6848555791358,62.9044475062482,11.0097285011107
780,380,305.630924234556,2.48519729474971,-23.1985905136482,9.12866887310365
960,210,544.783044972901,2.73622358277166,-32.2287574350986,2.7485285608393
400,70,442.474801092882,2.64588854269954,-103.091893064347,4.38267625887763
360,130,396.60080889705,2.59835359564631,-110.725558865561,13.2686346156039
750,400,270.258240356725,2.43177894476002,-21.8014094863518,9.76215087219658
330,90,444.846820423443,2.64821049076246,-112.520565602897,2.81586692002235
900,370,421.594816896262,2.62489526300338,-18.0041616059134,11.381951434058
830,330,372.214223865412,2.57079296532411,-27.2553283749431,22.0562720636723
410,640,167.433169770932,2.22384149918576,122.735226272108,19.8103595466113
980,370,498.292670366254,2.69748449896535,-15.1540680503126,4.03635938527555
730,230,355.682957019364,2.55106305593705,-49.5739212599009,7.26262075917181
100,0,641.312423743285,2.80706965331329,-128.65980825409,14.1248378564689
